Day,Month,Year,Sample_DOY,Plot,Heat_Treatment,Genus,Species,Miscellaneous,Subspecies,Other,Prev_names,Mass_g_per_m2,lbs_per_acre
29,7,2010,210,29,Control,Taraxicum,officinalis,NA,NA,NA,NA,0.27,2.35683
29,7,2010,210,29,High,Agropyron,smithii,NA,NA,NA,NA,0.8,6.9832
29,7,2010,210,29,High,Aristida,basiramea,NA,NA,NA,NA,2.03,17.719869999999997
29,7,2010,210,29,High,Bouteloua,gracilis,NA,NA,NA,NA,0.4,3.4916
29,7,2010,210,29,High,Crepis,tectorum,NA,NA,NA,NA,0.37,3.2297299999999995
29,7,2010,210,29,High,Cyperus,NA,NA,NA,NA,NA,0.23,2.00767
29,7,2010,210,29,High,Erigeron,canadensis,NA,NA,NA,NA,0.1,0.8729
29,7,2010,210,29,High,Euphorbia,NA,NA,NA,NA,NA,2,17.458
29,7,2010,210,29,High,Lespedeza,capitata,NA,NA,NA,NA,145.87,1273.2992299999999
29,7,2010,210,29,High,,NA,Miscellaneous litter,NA,NA,NA,3.37,29.416729999999998
29,7,2010,210,29,High,Physalis,virginiana,NA,NA,NA,NA,0.13,1.1347699999999998
29,7,2010,210,29,High,Poa,pratensis,NA,NA,NA,NA,1.5,13.093499999999999
29,7,2010,210,29,High,Solidago,rigida,NA,NA,NA,NA,0.23,2.00767
29,7,2010,210,29,High,Taraxicum,officinalis,NA,NA,NA,NA,0.43,3.7534699999999996
29,7,2010,210,29,High,Trifolium,repens,NA,NA,NA,NA,0.1,0.8729
29,7,2010,210,29,Low,Agrostis,scabra,NA,NA,NA,NA,1.87,16.32323
29,7,2010,210,29,Low,Aristida,basiramea,NA,NA,NA,NA,2.2,19.2038
29,7,2010,210,29,Low,Cyperus,NA,NA,NA,NA,NA,0.8,6.9832
29,7,2010,210,29,Low,Erigeron,canadensis,NA,NA,NA,NA,0.1,0.8729
29,7,2010,210,29,Low,Euphorbia,NA,NA,NA,NA,NA,0.1,0.8729
29,7,2010,210,29,Low,Hedeoma,NA,NA,NA,NA,NA,0.07,0.61103
29,7,2010,210,29,Low,Leptoloma,cognatum,NA,NA,NA,NA,1.8,15.7122
29,7,2010,210,29,Low,Lespedeza,capitata,NA,NA,NA,NA,147.1,1284.0358999999999
29,7,2010,210,29,Low,,NA,Miscellaneous litter,NA,NA,NA,33.1,288.9299
29,7,2010,210,29,Low,Physalis,virginiana,NA,NA,NA,NA,0.5,4.3645
29,7,2010,210,29,Low,Poa,pratensis,NA,NA,NA,NA,2.27,19.814829999999997
29,7,2010,210,29,Low,Rumex,acetosella,NA,NA,NA,NA,0.77,6.721329999999999
29,7,2010,210,29,Low,Taraxicum,officinalis,NA,NA,NA,NA,0.03,0.26187
29,7,2010,210,64,Control,Bouteloua,gracilis,NA,NA,NA,NA,15.07,131.54603
29,7,2010,210,64,Control,Cyperus,NA,NA,NA,NA,NA,0.2,1.7458
29,7,2010,210,64,Control,Koeleria,cristata,NA,NA,NA,NA,9.6,83.79839999999999
29,7,2010,210,64,Control,Lespedeza,capitata,NA,NA,NA,NA,18.73,163.49417
29,7,2010,210,64,Control,Liatris,NA,NA,NA,NA,NA,41.4,361.38059999999996
29,7,2010,210,64,Control,Lupinus,perennis,NA,NA,NA,NA,10.2,89.03579999999998
29,7,2010,210,64,Control,,NA,Miscellaneous litter,NA,NA,NA,0.9,7.8561
29,7,2010,210,64,Control,Panicum,perlongum,NA,NA,NA,NA,2,17.458
29,7,2010,210,64,Control,Panicum,virgatum,NA,NA,NA,NA,2.33,20.338569999999997
29,7,2010,210,64,Control,Petalostemum,candidum,NA,NA,NA,NA,2.67,23.30643
29,7,2010,210,64,Control,Petalostemum,purpureum,NA,NA,NA,NA,13.17,114.96092999999999
29,7,2010,210,64,Control,Schizachyrium,scoparium,NA,NA,NA,NA,9.7,84.67129999999999
29,7,2010,210,64,Control,Solidago,nemoralis,NA,NA,NA,NA,2.57,22.433529999999998
29,7,2010,210,64,Control,Sporobolus,cryptandrus,NA,NA,NA,NA,1.57,13.70453
29,7,2010,210,64,High,Achillea,millefolium,NA,lanulosa,NA,NA,3.9,34.043099999999995
29,7,2010,210,64,High,Amorpha,canescens,NA,NA,NA,NA,1.01,8.816289999999999
29,7,2010,210,64,High,Andropogon,gerardi,NA,NA,NA,NA,9.57,83.53653
29,7,2010,210,64,High,Bouteloua,gracilis,NA,NA,NA,NA,15.93,139.05297
29,7,2010,210,64,High,Coreopsis,palmata,NA,NA,NA,NA,19.93,173.96896999999998
29,7,2010,210,64,High,Lespedeza,capitata,NA,NA,NA,NA,64.29,561.18741
29,7,2010,210,64,High,Lupinus,perennis,NA,NA,NA,NA,9.98,87.11542
29,7,2010,210,64,High,,NA,Miscellaneous litter,NA,NA,NA,5.2,45.3908
29,7,2010,210,64,High,Oxybaphus,hirsutus,NA,NA,NA,NA,0.03,0.26187
29,7,2010,210,64,High,Petalostemum,candidum,NA,NA,NA,NA,6.2,54.1198
29,7,2010,210,64,High,Petalostemum,purpureum,NA,NA,NA,NA,14.98,130.76041999999998
29,7,2010,210,64,High,Poa,pratensis,NA,NA,NA,NA,18.03,157.38387
29,7,2010,210,64,High,Schizachyrium,scoparium,NA,NA,NA,NA,78.3,683.4807
29,7,2010,210,64,High,Solidago,rigida,NA,NA,NA,NA,4.77,41.63732999999999
29,7,2010,210,64,High,Sorghastrum,nutans,NA,NA,NA,NA,1,8.729
29,7,2010,210,64,High,Sporobolus,cryptandrus,NA,NA,NA,NA,1.83,15.97407
30,7,2010,211,64,Low,Achillea,millefolium,NA,lanulosa,NA,NA,0.7,6.110299999999999
30,7,2010,211,64,Low,Andropogon,gerardi,NA,NA,NA,NA,2.57,22.433529999999998
30,7,2010,211,64,Low,Bouteloua,gracilis,NA,NA,NA,NA,23.53,205.39337
30,7,2010,211,64,Low,Coreopsis,palmata,NA,NA,NA,NA,2.83,24.703069999999997
30,7,2010,211,64,Low,,NA,Fungi,NA,NA,NA,0.4,3.4916
30,7,2010,211,64,Low,Koeleria,cristata,NA,NA,NA,NA,14.07,122.81702999999999
30,7,2010,211,64,Low,Lespedeza,capitata,NA,NA,NA,NA,1.54,13.442659999999998
30,7,2010,211,64,Low,Liatris,NA,NA,NA,NA,NA,61.13,533.6037699999999
30,7,2010,211,64,Low,Lupinus,perennis,NA,NA,NA,NA,0.73,6.37217
30,7,2010,211,64,Low,,NA,Miscellaneous litter,NA,NA,NA,3.3,28.805699999999995
30,7,2010,211,64,Low,Panicum,oligosanthes,NA,NA,NA,NA,2.63,22.957269999999998
30,7,2010,211,64,Low,Panicum,perlongum,NA,NA,NA,NA,0.83,7.245069999999999
30,7,2010,211,64,Low,Petalostemum,candidum,NA,NA,NA,NA,2.3,20.076699999999995
30,7,2010,211,64,Low,Petalostemum,purpureum,NA,NA,NA,NA,46.96,409.91384
30,7,2010,211,64,Low,Petalostemum,villosum,NA,NA,NA,NA,7.1,61.97589999999999
30,7,2010,211,64,Low,Poa,pratensis,NA,NA,NA,NA,19.5,170.2155
30,7,2010,211,64,Low,Schizachyrium,scoparium,NA,NA,NA,NA,12.6,109.98539999999998
30,7,2010,211,64,Low,Solidago,nemoralis,NA,NA,NA,NA,12.43,108.50146999999998
30,7,2010,211,64,Low,Sporobolus,cryptandrus,NA,NA,NA,NA,0.63,5.499269999999999
29,7,2010,210,69,Control,Achillea,millefolium,NA,lanulosa,NA,NA,26.74,233.41345999999996
29,7,2010,210,69,Control,Aristida,basiramea,NA,NA,NA,NA,3.27,28.543829999999996
29,7,2010,210,69,Control,Carex,NA,NA,NA,NA,NA,0.77,6.721329999999999
29,7,2010,210,69,Control,Erigeron,canadensis,NA,NA,NA,NA,0.03,0.26187
29,7,2010,210,69,Control,Festuca,ovina,NA,NA,NA,NA,0.5,4.3645
29,7,2010,210,69,Control,Hedeoma,NA,NA,NA,NA,NA,0.03,0.26187
29,7,2010,210,69,Control,Mollugo,verticillata,NA,NA,NA,NA,0.03,0.26187
29,7,2010,210,69,Control,Physalis,virginiana,NA,NA,NA,NA,0.4,3.4916
29,7,2010,210,69,Control,Rumex,acetosella,NA,NA,NA,NA,0.13,1.1347699999999998
29,7,2010,210,69,Control,Schizachyrium,scoparium,NA,NA,NA,NA,0.3,2.6186999999999996
29,7,2010,210,69,Control,Taraxicum,officinalis,NA,NA,NA,NA,0.63,5.499269999999999
7,8,2010,219,69,High,Achillea,millefolium,NA,lanulosa,NA,NA,10.81,94.36049
7,8,2010,219,69,High,Aristida,basiramea,NA,NA,NA,NA,4.5,39.280499999999996
7,8,2010,219,69,High,Cyperus,NA,NA,NA,NA,NA,2.5,21.822499999999998
7,8,2010,219,69,High,Digitaria,NA,NA,NA,NA,NA,0.3,2.6186999999999996
7,8,2010,219,69,High,Erigeron,canadensis,NA,NA,NA,NA,0.1,0.8729
7,8,2010,219,69,High,Hedeoma,NA,NA,NA,NA,NA,0.13,1.1347699999999998
7,8,2010,219,69,High,Lepidium,densiflorum,NA,NA,NA,NA,0.03,0.26187
7,8,2010,219,69,High,Lespedeza,capitata,NA,NA,NA,NA,3.33,29.067569999999996
7,8,2010,219,69,High,Lupinus,perennis,NA,NA,NA,NA,1.57,13.70453
7,8,2010,219,69,High,Paspalum,ciliatifolium,NA,NA,NA,NA,1.37,11.95873
7,8,2010,219,69,High,Physalis,virginiana,NA,NA,NA,NA,0.8,6.9832
7,8,2010,219,69,High,Poa,pratensis,NA,NA,NA,NA,0.37,3.2297299999999995
7,8,2010,219,69,High,Polygonum,tenue,NA,NA,NA,NA,0.43,3.7534699999999996
7,8,2010,219,69,High,Rumex,acetosella,NA,NA,NA,NA,0.03,0.26187
7,8,2010,219,69,High,Schizachyrium,scoparium,NA,NA,NA,NA,0.2,1.7458
7,8,2010,219,69,High,Taraxicum,officinalis,NA,NA,NA,NA,0.03,0.26187
29,7,2010,210,69,Low,Achillea,millefolium,NA,lanulosa,NA,NA,15.64,136.52156
29,7,2010,210,69,Low,Aristida,basiramea,NA,NA,NA,NA,1.7,14.839299999999998
29,7,2010,210,69,Low,Artemisia,ludoviciana,NA,NA,NA,NA,0.03,0.26187
29,7,2010,210,69,Low,Carex,NA,NA,NA,NA,NA,2.27,19.814829999999997
29,7,2010,210,69,Low,Eragrostis,NA,NA,NA,NA,NA,2.77,24.179329999999997
29,7,2010,210,69,Low,Erigeron,canadensis,NA,NA,NA,NA,0.1,0.8729
29,7,2010,210,69,Low,Euphorbia,NA,NA,NA,NA,NA,0.2,1.7458
29,7,2010,210,69,Low,Hedeoma,NA,NA,NA,NA,NA,0.03,0.26187
29,7,2010,210,69,Low,Lespedeza,capitata,NA,NA,NA,NA,0.47,4.1026299999999996
29,7,2010,210,69,Low,Lupinus,perennis,NA,NA,NA,NA,0.33,2.88057
29,7,2010,210,69,Low,Physalis,virginiana,NA,NA,NA,NA,2,17.458
29,7,2010,210,69,Low,Schizachyrium,scoparium,NA,NA,NA,NA,0.37,3.2297299999999995
29,7,2010,210,69,Low,Taraxicum,officinalis,NA,NA,NA,NA,0.63,5.499269999999999
29,7,2010,210,69,Low,Trifolium,repens,NA,NA,NA,NA,0.07,0.61103
29,7,2010,210,78,Control,Andropogon,gerardi,NA,NA,NA,NA,24.53,214.12237
29,7,2010,210,78,Control,Bouteloua,curtipendula,NA,NA,NA,NA,1.37,11.95873
29,7,2010,210,78,Control,Bouteloua,gracilis,NA,NA,NA,NA,17.6,153.6304
29,7,2010,210,78,Control,Lespedeza,capitata,NA,NA,NA,NA,45.6,398.0424
29,7,2010,210,78,Control,Lupinus,perennis,NA,NA,NA,NA,19.57,170.82653
29,7,2010,210,78,Control,Panicum,perlongum,NA,NA,NA,NA,2.93,25.575969999999998
29,7,2010,210,78,Control,Petalostemum,candidum,NA,NA,NA,NA,4.7,41.0263
29,7,2010,210,78,Control,Petalostemum,villosum,NA,NA,NA,NA,12.07,105.35902999999999
29,7,2010,210,78,Control,Poa,pratensis,NA,NA,NA,NA,15.17,132.41893
29,7,2010,210,78,Control,Schizachyrium,scoparium,NA,NA,NA,NA,2.17,18.94193
29,7,2010,210,78,Control,Solidago,nemoralis,NA,NA,NA,NA,1.23,10.736669999999998
29,7,2010,210,78,Control,Solidago,rigida,NA,NA,NA,NA,37.47,327.07562999999993
29,7,2010,210,78,Control,Sporobolus,cryptandrus,NA,NA,NA,NA,2.53,22.084369999999996
29,7,2010,210,78,Control,Stipa,NA,NA,NA,NA,NA,0.3,2.6186999999999996
29,7,2010,210,78,High,Achillea,millefolium,NA,lanulosa,NA,NA,1.1,9.6019
29,7,2010,210,78,High,Andropogon,gerardi,NA,NA,NA,NA,28.37,247.64173
29,7,2010,210,78,High,Bouteloua,gracilis,NA,NA,NA,NA,15.43,134.68847
29,7,2010,210,78,High,Carex,NA,NA,NA,NA,NA,0.53,4.62637
29,7,2010,210,78,High,Lespedeza,capitata,NA,NA,NA,NA,36.98,322.79841999999996
29,7,2010,210,78,High,Liatris,NA,NA,NA,NA,NA,11.3,98.6377
29,7,2010,210,78,High,Lupinus,perennis,NA,NA,NA,NA,48.64,424.57856
29,7,2010,210,78,High,,NA,Miscellaneous litter,NA,NA,NA,2.07,18.069029999999998
29,7,2010,210,78,High,Petalostemum,candidum,NA,NA,NA,NA,7.73,67.47516999999999
29,7,2010,210,78,High,Petalostemum,purpureum,NA,NA,NA,NA,53.79,469.53290999999996
29,7,2010,210,78,High,Petalostemum,villosum,NA,NA,NA,NA,15.53,135.56136999999998
29,7,2010,210,78,High,Poa,pratensis,NA,NA,NA,NA,20.97,183.04712999999998
29,7,2010,210,78,High,Schizachyrium,scoparium,NA,NA,NA,NA,7.63,66.60226999999999
29,7,2010,210,78,High,Solidago,nemoralis,NA,NA,NA,NA,1.5,13.093499999999999
29,7,2010,210,78,Low,Achillea,millefolium,NA,lanulosa,NA,NA,1.83,15.97407
29,7,2010,210,78,Low,Andropogon,gerardi,NA,NA,NA,NA,31.7,276.7093
29,7,2010,210,78,Low,Bouteloua,gracilis,NA,NA,NA,NA,19.4,169.34259999999998
29,7,2010,210,78,Low,Coreopsis,palmata,NA,NA,NA,NA,24.77,216.21732999999998
29,7,2010,210,78,Low,Cyperus,NA,NA,NA,NA,NA,0.03,0.26187
29,7,2010,210,78,Low,Koeleria,cristata,NA,NA,NA,NA,0.27,2.35683
29,7,2010,210,78,Low,Lespedeza,capitata,NA,NA,NA,NA,52.46,457.92333999999994
29,7,2010,210,78,Low,Liatris,NA,NA,NA,NA,NA,10.8,94.2732
29,7,2010,210,78,Low,Lupinus,perennis,NA,NA,NA,NA,48.08,419.69031999999993
29,7,2010,210,78,Low,Panicum,perlongum,NA,NA,NA,NA,1.17,10.212929999999998
29,7,2010,210,78,Low,Petalostemum,purpureum,NA,NA,NA,NA,12.97,113.21513
29,7,2010,210,78,Low,Petalostemum,villosum,NA,NA,NA,NA,38.83,338.94706999999994
29,7,2010,210,78,Low,Poa,pratensis,NA,NA,NA,NA,27.97,244.15012999999996
29,7,2010,210,78,Low,Schizachyrium,scoparium,NA,NA,NA,NA,20.63,180.07926999999998
29,7,2010,210,78,Low,Solidago,nemoralis,NA,NA,NA,NA,6.37,55.60373
29,7,2010,210,78,Low,Sporobolus,cryptandrus,NA,NA,NA,NA,0.63,5.499269999999999
30,7,2010,211,82,Control,Achillea,millefolium,NA,lanulosa,NA,NA,0.43,3.7534699999999996
30,7,2010,211,82,Control,Andropogon,gerardi,NA,NA,NA,NA,41.5,362.2535
30,7,2010,211,82,Control,Cyperus,NA,NA,NA,NA,NA,0.1,0.8729
30,7,2010,211,82,Control,Lespedeza,capitata,NA,NA,NA,NA,20.61,179.90469
30,7,2010,211,82,Control,Liatris,NA,NA,NA,NA,NA,8,69.832
30,7,2010,211,82,Control,Lupinus,perennis,NA,NA,NA,NA,12.01,104.83528999999999
30,7,2010,211,82,Control,,NA,Miscellaneous litter,NA,NA,NA,10.5,91.65449999999998
30,7,2010,211,82,Control,Panicum,virgatum,NA,NA,NA,NA,2.03,17.719869999999997
30,7,2010,211,82,Control,Petalostemum,purpureum,NA,NA,NA,NA,0.08,0.6983199999999999
30,7,2010,211,82,Control,Poa,pratensis,NA,NA,NA,NA,21,183.30899999999997
30,7,2010,211,82,Control,Schizachyrium,scoparium,NA,NA,NA,NA,26.83,234.19906999999998
30,7,2010,211,82,Control,Solidago,rigida,NA,NA,NA,NA,35.87,313.10922999999997
30,7,2010,211,82,Control,Sorghastrum,nutans,NA,NA,NA,NA,0.4,3.4916
29,7,2010,210,82,High,Achillea,millefolium,NA,lanulosa,NA,NA,0.5,4.3645
29,7,2010,210,82,High,Andropogon,gerardi,NA,NA,NA,NA,15.63,136.43427
29,7,2010,210,82,High,Cyperus,NA,NA,NA,NA,NA,0.4,3.4916
29,7,2010,210,82,High,Lespedeza,capitata,NA,NA,NA,NA,11.92,104.04968
29,7,2010,210,82,High,Lupinus,perennis,NA,NA,NA,NA,22.8,199.0212
29,7,2010,210,82,High,,NA,Miscellaneous litter,NA,NA,NA,1.9,16.585099999999997
29,7,2010,210,82,High,Petalostemum,purpureum,NA,NA,NA,NA,7.74,67.56246
29,7,2010,210,82,High,Poa,pratensis,NA,NA,NA,NA,17.77,155.11433
29,7,2010,210,82,High,Schizachyrium,scoparium,NA,NA,NA,NA,58.3,508.9006999999999
29,7,2010,210,82,Low,Andropogon,gerardi,NA,NA,NA,NA,52.9,461.7640999999999
29,7,2010,210,82,Low,Bouteloua,gracilis,NA,NA,NA,NA,0.53,4.62637
29,7,2010,210,82,Low,Lespedeza,capitata,NA,NA,NA,NA,9.32,81.35427999999999
29,7,2010,210,82,Low,Liatris,NA,NA,NA,NA,NA,6.57,57.349529999999994
29,7,2010,210,82,Low,Lupinus,perennis,NA,NA,NA,NA,65.73,573.75717
29,7,2010,210,82,Low,Petalostemum,purpureum,NA,NA,NA,NA,10.57,92.26553
29,7,2010,210,82,Low,Poa,pratensis,NA,NA,NA,NA,16.13,140.79877
29,7,2010,210,82,Low,Schizachyrium,scoparium,NA,NA,NA,NA,11.2,97.76479999999998
29,7,2010,210,82,Low,Solidago,rigida,NA,NA,NA,NA,95.17,830.73893
29,7,2010,210,82,Low,Sorghastrum,nutans,NA,NA,NA,NA,2.63,22.957269999999998
29,7,2010,210,83,Control,Ambrosia,artemisiifolia,NA,elatior,NA,NA,0.27,2.35683
29,7,2010,210,83,Control,Andropogon,gerardi,NA,NA,NA,NA,11.17,97.50292999999999
29,7,2010,210,83,Control,Aristida,basiramea,NA,NA,NA,NA,2.8,24.441199999999995
29,7,2010,210,83,Control,Cyperus,NA,NA,NA,NA,NA,2.13,18.592769999999998
29,7,2010,210,83,Control,Digitaria,NA,NA,NA,NA,NA,1.5,13.093499999999999
29,7,2010,210,83,Control,Erigeron,canadensis,NA,NA,NA,NA,0.93,8.11797
29,7,2010,210,83,Control,Euphorbia,NA,NA,NA,NA,NA,3.07,26.798029999999997
29,7,2010,210,83,Control,Hieracium,longipilum,NA,NA,NA,NA,0.67,5.84843
29,7,2010,210,83,Control,Lupinus,perennis,NA,NA,NA,NA,35.81,312.58549
29,7,2010,210,83,Control,,NA,Miscellaneous forb,NA,NA,NA,0.2,1.7458
29,7,2010,210,83,Control,,NA,Miscellaneous litter,NA,NA,NA,0.63,5.499269999999999
29,7,2010,210,83,Control,Physalis,virginiana,NA,NA,NA,NA,0.53,4.62637
29,7,2010,210,83,Control,Poa,pratensis,NA,NA,NA,NA,1.4,12.220599999999997
29,7,2010,210,83,Control,Rumex,acetosella,NA,NA,NA,NA,1.87,16.32323
29,7,2010,210,83,Control,Taraxicum,officinalis,NA,NA,NA,NA,2.57,22.433529999999998
29,7,2010,210,83,High,Agropyron,repens,NA,NA,NA,NA,7.37,64.33273
29,7,2010,210,83,High,Aristida,basiramea,NA,NA,NA,NA,9.3,81.1797
29,7,2010,210,83,High,Bouteloua,gracilis,NA,NA,NA,NA,1.23,10.736669999999998
29,7,2010,210,83,High,Cyperus,NA,NA,NA,NA,NA,5.33,46.525569999999995
29,7,2010,210,83,High,Digitaria,NA,NA,NA,NA,NA,1.43,12.482469999999998
29,7,2010,210,83,High,Erigeron,canadensis,NA,NA,NA,NA,1.03,8.99087
29,7,2010,210,83,High,Euphorbia,NA,NA,NA,NA,NA,6,52.373999999999995
29,7,2010,210,83,High,Hieracium,longipilum,NA,NA,NA,NA,1.37,11.95873
29,7,2010,210,83,High,Lupinus,perennis,NA,NA,NA,NA,22.77,198.75932999999998
29,7,2010,210,83,High,Poa,pratensis,NA,NA,NA,NA,2.27,19.814829999999997
29,7,2010,210,83,High,Rumex,acetosella,NA,NA,NA,NA,3.93,34.30497
29,7,2010,210,83,High,Schizachyrium,scoparium,NA,NA,NA,NA,3.2,27.9328
29,7,2010,210,83,High,Silene,antirrhina,NA,NA,NA,NA,0.43,3.7534699999999996
29,7,2010,210,83,High,Taraxicum,officinalis,NA,NA,NA,NA,0.5,4.3645
29,7,2010,210,83,High,Trifolium,repens,NA,NA,NA,NA,5.1,44.51789999999999
29,7,2010,210,83,Low,Achillea,millefolium,NA,lanulosa,NA,NA,0.03,0.26187
29,7,2010,210,83,Low,Agropyron,repens,NA,NA,NA,NA,20.93,182.69796999999997
29,7,2010,210,83,Low,Ambrosia,artemisiifolia,NA,elatior,NA,NA,2.6,22.6954
29,7,2010,210,83,Low,Aristida,basiramea,NA,NA,NA,NA,2.2,19.2038
29,7,2010,210,83,Low,Aster,azureus,NA,NA,NA,NA,0.83,7.245069999999999
29,7,2010,210,83,Low,Cyperus,NA,NA,NA,NA,NA,0.83,7.245069999999999
29,7,2010,210,83,Low,Digitaria,NA,NA,NA,NA,NA,3.03,26.448869999999996
29,7,2010,210,83,Low,Erigeron,canadensis,NA,NA,NA,NA,0.57,4.975529999999999
29,7,2010,210,83,Low,Euphorbia,NA,NA,NA,NA,NA,4.1,35.78889999999999
29,7,2010,210,83,Low,Lupinus,perennis,NA,NA,NA,NA,23.81,207.83748999999997
29,7,2010,210,83,Low,,NA,Miscellaneous forb,NA,NA,NA,0.03,0.26187
29,7,2010,210,83,Low,Poa,pratensis,NA,NA,NA,NA,0.03,0.26187
29,7,2010,210,83,Low,Rumex,acetosella,NA,NA,NA,NA,0.83,7.245069999999999
29,7,2010,210,83,Low,Schizachyrium,scoparium,NA,NA,NA,NA,0.03,0.26187
29,7,2010,210,83,Low,Taraxicum,officinalis,NA,NA,NA,NA,1.93,16.84697
29,7,2010,210,83,Low,Trifolium,repens,NA,NA,NA,NA,0.77,6.721329999999999
29,7,2010,210,105,Control,Amorpha,canescens,NA,NA,NA,NA,12.8,111.7312
29,7,2010,210,105,Control,Andropogon,gerardi,NA,NA,NA,NA,13.03,113.73886999999998
29,7,2010,210,105,Control,Bouteloua,gracilis,NA,NA,NA,NA,7.73,67.47516999999999
29,7,2010,210,105,Control,Coreopsis,palmata,NA,NA,NA,NA,10.5,91.65449999999998
29,7,2010,210,105,Control,Cyperus,NA,NA,NA,NA,NA,0.57,4.975529999999999
29,7,2010,210,105,Control,Lespedeza,capitata,NA,NA,NA,NA,21.98,191.86342
29,7,2010,210,105,Control,Lupinus,perennis,NA,NA,NA,NA,30.19,263.52851
29,7,2010,210,105,Control,Panicum,oligosanthes,NA,NA,NA,NA,1.17,10.212929999999998
29,7,2010,210,105,Control,Petalostemum,purpureum,NA,NA,NA,NA,3.06,26.710739999999998
29,7,2010,210,105,Control,Schizachyrium,scoparium,NA,NA,NA,NA,38.8,338.68519999999995
29,7,2010,210,105,Control,Solidago,nemoralis,NA,NA,NA,NA,17.23,150.40067
29,7,2010,210,105,Control,Solidago,rigida,NA,NA,NA,NA,3.3,28.805699999999995
29,7,2010,210,105,Control,Sporobolus,cryptandrus,NA,NA,NA,NA,0.17,1.48393
29,7,2010,210,105,Control,Stipa,NA,NA,NA,NA,NA,11.73,102.39116999999999
29,7,2010,210,105,High,Achillea,millefolium,NA,lanulosa,NA,NA,1.17,10.212929999999998
29,7,2010,210,105,High,Amorpha,canescens,NA,NA,NA,NA,5.63,49.14426999999999
29,7,2010,210,105,High,Andropogon,gerardi,NA,NA,NA,NA,1.87,16.32323
29,7,2010,210,105,High,Bouteloua,gracilis,NA,NA,NA,NA,57.3,500.17169999999993
29,7,2010,210,105,High,Coreopsis,palmata,NA,NA,NA,NA,2.6,22.6954
29,7,2010,210,105,High,Lespedeza,capitata,NA,NA,NA,NA,57.74,504.01246
29,7,2010,210,105,High,Liatris,NA,NA,NA,NA,NA,19.93,173.96896999999998
29,7,2010,210,105,High,Lupinus,perennis,NA,NA,NA,NA,68.96,601.9518399999998
29,7,2010,210,105,High,,NA,Miscellaneous litter,NA,NA,NA,6.1,53.24689999999999
29,7,2010,210,105,High,Petalostemum,candidum,NA,NA,NA,NA,0.27,2.35683
29,7,2010,210,105,High,Petalostemum,purpureum,NA,NA,NA,NA,70.73,617.40217
29,7,2010,210,105,High,Poa,pratensis,NA,NA,NA,NA,2.17,18.94193
29,7,2010,210,105,High,Schizachyrium,scoparium,NA,NA,NA,NA,35.77,312.23633
29,7,2010,210,105,High,Solidago,rigida,NA,NA,NA,NA,48.4,422.48359999999997
29,7,2010,210,105,Low,Achillea,millefolium,NA,lanulosa,NA,NA,10.23,89.29767
29,7,2010,210,105,Low,Andropogon,gerardi,NA,NA,NA,NA,30.27,264.22682999999995
29,7,2010,210,105,Low,Bouteloua,gracilis,NA,NA,NA,NA,3.5,30.551499999999997
29,7,2010,210,105,Low,Cyperus,NA,NA,NA,NA,NA,0.3,2.6186999999999996
29,7,2010,210,105,Low,Lespedeza,capitata,NA,NA,NA,NA,8.2,71.57779999999998
29,7,2010,210,105,Low,Liatris,NA,NA,NA,NA,NA,28.7,250.52229999999997
29,7,2010,210,105,Low,Lupinus,perennis,NA,NA,NA,NA,82.26,718.04754
29,7,2010,210,105,Low,Monarda,fistulosa,NA,NA,NA,NA,2.47,21.56063
29,7,2010,210,105,Low,Petalostemum,purpureum,NA,NA,NA,NA,1.78,15.537619999999999
29,7,2010,210,105,Low,Poa,pratensis,NA,NA,NA,NA,6.6,57.61139999999999
29,7,2010,210,105,Low,Schizachyrium,scoparium,NA,NA,NA,NA,120.3,1050.0986999999998
29,7,2010,210,105,Low,Solidago,nemoralis,NA,NA,NA,NA,55.23,482.10266999999993
29,7,2010,210,105,Low,Sorghastrum,nutans,NA,NA,NA,NA,1.33,11.60957
29,7,2010,210,105,Low,Sporobolus,cryptandrus,NA,NA,NA,NA,1.57,13.70453
29,7,2010,210,105,Low,Taraxicum,officinalis,NA,NA,NA,NA,0.3,2.6186999999999996
30,7,2010,211,108,Control,Achillea,millefolium,NA,lanulosa,NA,NA,0.17,1.48393
30,7,2010,211,108,Control,Amorpha,canescens,NA,NA,NA,NA,41.15,359.19834999999995
30,7,2010,211,108,Control,Andropogon,gerardi,NA,NA,NA,NA,99.17,865.6549299999999
30,7,2010,211,108,Control,Lespedeza,capitata,NA,NA,NA,NA,1.3,11.3477
30,7,2010,211,108,Control,Lupinus,perennis,NA,NA,NA,NA,20.83,181.82506999999998
30,7,2010,211,108,Control,,NA,Miscellaneous litter,NA,NA,NA,7.83,68.34806999999999
30,7,2010,211,108,Control,Monarda,fistulosa,NA,NA,NA,NA,0.03,0.26187
30,7,2010,211,108,Control,Petalostemum,purpureum,NA,NA,NA,NA,2.77,24.179329999999997
30,7,2010,211,108,Control,Poa,pratensis,NA,NA,NA,NA,19.2,167.59679999999997
30,7,2010,211,108,Control,Schizachyrium,scoparium,NA,NA,NA,NA,23.6,206.0044
30,7,2010,211,108,Control,Sorghastrum,nutans,NA,NA,NA,NA,22.27,194.39482999999998
29,7,2010,210,108,High,Achillea,millefolium,NA,lanulosa,NA,NA,0.8,6.9832
29,7,2010,210,108,High,Amorpha,canescens,NA,NA,NA,NA,0.25,2.18225
