Day,Month,Year,Sample_DOY,Plot,Heat_Treatment,Species_name,Miscellaneous,Subspecies,Other,Prev_names,Mass_g_per_m2
11,8,2009,223,64,Control,Petalostemum villosum,NA,NA,NA,NA,16.7
11,8,2009,223,64,Control,Schizachyrium scoparium,NA,NA,NA,NA,14.6
11,8,2009,223,64,Control,Solidago nemoralis,NA,NA,NA,NA,2.8
11,8,2009,223,64,Control,Sorghastrum nutans,NA,NA,NA,NA,0.67
11,8,2009,223,64,High,Andropogon gerardi,NA,NA,NA,NA,38.87
11,8,2009,223,64,High,Bouteloua gracilis,NA,NA,NA,NA,17.47
11,8,2009,223,64,High,Coreopsis palmata,NA,NA,NA,NA,15.07
11,8,2009,223,64,High,Cyperus sp.,NA,NA,NA,NA,2.83
11,8,2009,223,64,High,Lespedeza capitata,NA,NA,NA,NA,24.97
11,8,2009,223,64,High,Liatris aspera,NA,NA,NA,NA,29.6
11,8,2009,223,64,High,Lupinus perennis,NA,NA,NA,NA,72.03
11,8,2009,223,64,High,,Miscellaneous litter,NA,NA,NA,1.33
11,8,2009,223,64,High,Petalostemum purpureum,NA,NA,NA,NA,5.03
11,8,2009,223,64,High,Poa pratensis,NA,NA,NA,NA,2.6
11,8,2009,223,64,High,Quercus macrocarpa,NA,NA,NA,NA,4.37
11,8,2009,223,64,High,Schizachyrium scoparium,NA,NA,NA,NA,124.17
11,8,2009,223,64,High,Solidago nemoralis,NA,NA,NA,NA,0.7
11,8,2009,223,64,High,Solidago rigida,NA,NA,NA,NA,1.83
11,8,2009,223,64,High,Sorghastrum nutans,NA,NA,NA,NA,2
11,8,2009,223,64,High,Sporobolus cryptandrus,NA,NA,NA,NA,13.57
17,8,2009,229,64,Low,Achillea millefolium ,NA,lanulosa,NA,NA,0.87
17,8,2009,229,64,Low,Andropogon gerardi,NA,NA,NA,NA,4.17
17,8,2009,229,64,Low,Bouteloua gracilis,NA,NA,NA,NA,35.67
17,8,2009,229,64,Low,Coreopsis palmata,NA,NA,NA,NA,2.27
17,8,2009,229,64,Low,Koeleria cristata,NA,NA,NA,NA,1.73
17,8,2009,229,64,Low,Lespedeza capitata,NA,NA,NA,NA,6.44
17,8,2009,229,64,Low,Liatris aspera,NA,NA,NA,NA,19.93
17,8,2009,229,64,Low,Lupinus perennis,NA,NA,NA,NA,50.41
17,8,2009,229,64,Low,,Miscellaneous litter,NA,NA,NA,8.07
17,8,2009,229,64,Low,Panicum virgatum,NA,NA,NA,NA,0.03
17,8,2009,229,64,Low,Petalostemum candidum,NA,NA,NA,NA,15.03
17,8,2009,229,64,Low,Petalostemum purpureum,NA,NA,NA,NA,36.4
17,8,2009,229,64,Low,Poa pratensis,NA,NA,NA,NA,5.63
17,8,2009,229,64,Low,Schizachyrium scoparium,NA,NA,NA,NA,9.27
17,8,2009,229,64,Low,Solidago rigida,NA,NA,NA,NA,2.7
17,8,2009,229,64,Low,Sorghastrum nutans,NA,NA,NA,NA,0.97
17,8,2009,229,64,Low,Sporobolus cryptandrus,NA,NA,NA,NA,1.43
10,8,2009,222,69,Control,Achillea millefolium ,NA,lanulosa,NA,NA,5.63
10,8,2009,222,69,Control,Aristida basiramea,NA,NA,NA,NA,5.9
10,8,2009,222,69,Control,Bouteloua curtipendula,NA,NA,NA,NA,0.4
10,8,2009,222,69,Control,Cyperus sp.,NA,NA,NA,NA,2.37
10,8,2009,222,69,Control,Eragrostis spectabilis,NA,NA,NA,NA,3.87
10,8,2009,222,69,Control,Erigeron canadensis,NA,NA,NA,NA,0.1
10,8,2009,222,69,Control,Hedeoma hispida,NA,NA,NA,NA,0.13
10,8,2009,222,69,Control,Lepidium densiflorum,NA,NA,NA,NA,0.03
10,8,2009,222,69,Control,,Miscellaneous litter,NA,NA,NA,1.43
10,8,2009,222,69,Control,Physalis virginiana,NA,NA,NA,NA,0.53
10,8,2009,222,69,Control,Rumex acetosella,NA,NA,NA,NA,0.4
11,8,2009,223,69,High,Achillea millefolium ,NA,lanulosa,NA,NA,23.03
11,8,2009,223,69,High,Aristida basiramea,NA,NA,NA,NA,5.73
11,8,2009,223,69,High,Bouteloua gracilis,NA,NA,NA,NA,0.5
11,8,2009,223,69,High,Cyperus sp.,NA,NA,NA,NA,0.93
11,8,2009,223,69,High,Erigeron canadensis,NA,NA,NA,NA,0.4
11,8,2009,223,69,High,Hedeoma hispida,NA,NA,NA,NA,0.1
11,8,2009,223,69,High,Lespedeza capitata,NA,NA,NA,NA,2.13
11,8,2009,223,69,High,,Miscellaneous litter,NA,NA,NA,1.03
11,8,2009,223,69,High,Physalis virginiana,NA,NA,NA,NA,0.33
11,8,2009,223,69,High,Poa pratensis,NA,NA,NA,NA,0.1
11,8,2009,223,69,High,Schizachyrium scoparium,NA,NA,NA,NA,0.1
11,8,2009,223,69,High,Solidago nemoralis,NA,NA,NA,NA,0.2
11,8,2009,223,69,High,Sporobolus cryptandrus,NA,NA,NA,NA,0.17
11,8,2009,223,69,High,Taraxicum officinalis,NA,NA,NA,NA,0.07
11,8,2009,223,69,High,Trifolium repens,NA,NA,NA,NA,0
11,8,2009,223,69,Low,Achillea millefolium ,NA,lanulosa,NA,NA,11.73
11,8,2009,223,69,Low,Agropyron repens,NA,NA,NA,NA,0.03
11,8,2009,223,69,Low,Aristida basiramea,NA,NA,NA,NA,9.27
11,8,2009,223,69,Low,Bouteloua gracilis,NA,NA,NA,NA,0.67
11,8,2009,223,69,Low,Cyperus sp.,NA,NA,NA,NA,3.7
11,8,2009,223,69,Low,Erigeron canadensis,NA,NA,NA,NA,1.53
11,8,2009,223,69,Low,Euphorbia corollata,NA,NA,NA,NA,0.03
11,8,2009,223,69,Low,Hedeoma hispida,NA,NA,NA,NA,0.23
11,8,2009,223,69,Low,Lepidium densiflorum,NA,NA,NA,NA,0.03
11,8,2009,223,69,Low,Lespedeza capitata,NA,NA,NA,NA,1.23
11,8,2009,223,69,Low,Lupinus perennis,NA,NA,NA,NA,0.43
11,8,2009,223,69,Low,,Miscellaneous litter,NA,NA,NA,1.67
11,8,2009,223,69,Low,Panicum oligosanthes,NA,NA,NA,NA,1.03
11,8,2009,223,69,Low,Poa pratensis,NA,NA,NA,NA,0.57
11,8,2009,223,69,Low,Schizachyrium scoparium,NA,NA,NA,NA,0.2
11,8,2009,223,69,Low,Solidago nemoralis,NA,NA,NA,NA,0.8
11,8,2009,223,69,Low,Sporobolus cryptandrus,NA,NA,NA,NA,0.03
11,8,2009,223,69,Low,Taraxicum officinalis,NA,NA,NA,NA,2.83
11,8,2009,223,69,Low,Trifolium repens,NA,NA,NA,NA,1.87
11,8,2009,223,78,Control,Achillea millefolium ,NA,lanulosa,NA,NA,3.6
11,8,2009,223,78,Control,Andropogon gerardi,NA,NA,NA,NA,40.93
11,8,2009,223,78,Control,Bouteloua gracilis,NA,NA,NA,NA,29.77
11,8,2009,223,78,Control,Carex sp.,NA,NA,NA,NA,0.27
11,8,2009,223,78,Control,Crepis tectorum,NA,NA,NA,NA,0.13
11,8,2009,223,78,Control,Koeleria cristata,NA,NA,NA,NA,0.27
11,8,2009,223,78,Control,Lespedeza capitata,NA,NA,NA,NA,54.68
11,8,2009,223,78,Control,Lupinus perennis,NA,NA,NA,NA,49.29
11,8,2009,223,78,Control,Panicum virgatum,NA,NA,NA,NA,1.63
11,8,2009,223,78,Control,Petalostemum candidum,NA,NA,NA,NA,9.73
11,8,2009,223,78,Control,Poa pratensis,NA,NA,NA,NA,1.07
11,8,2009,223,78,Control,Schizachyrium scoparium,NA,NA,NA,NA,10.1
11,8,2009,223,78,Control,Solidago rigida,NA,NA,NA,NA,6.13
11,8,2009,223,78,Control,Sporobolus cryptandrus,NA,NA,NA,NA,6.47
11,8,2009,223,78,High,Achillea millefolium ,NA,lanulosa,NA,NA,0.07
11,8,2009,223,78,High,Andropogon gerardi,NA,NA,NA,NA,20.37
11,8,2009,223,78,High,Bouteloua gracilis,NA,NA,NA,NA,11.2
11,8,2009,223,78,High,Carex sp.,NA,NA,NA,NA,1.17
11,8,2009,223,78,High,Koeleria cristata,NA,NA,NA,NA,1
11,8,2009,223,78,High,Lespedeza capitata,NA,NA,NA,NA,32.93
11,8,2009,223,78,High,Liatris aspera,NA,NA,NA,NA,1.67
11,8,2009,223,78,High,Lupinus perennis,NA,NA,NA,NA,121.77
11,8,2009,223,78,High,Panicum virgatum,NA,NA,NA,NA,0.47
11,8,2009,223,78,High,Petalostemum candidum,NA,NA,NA,NA,12.45
11,8,2009,223,78,High,Petalostemum purpureum,NA,NA,NA,NA,13.63
11,8,2009,223,78,High,Poa pratensis,NA,NA,NA,NA,12.9
11,8,2009,223,78,High,Schizachyrium scoparium,NA,NA,NA,NA,24.87
11,8,2009,223,78,High,Trifolium repens,NA,NA,NA,NA,0.01
10,8,2009,222,78,Low,Achillea millefolium ,NA,lanulosa,NA,NA,0.7
10,8,2009,222,78,Low,Andropogon gerardi,NA,NA,NA,NA,20.6
10,8,2009,222,78,Low,Bouteloua gracilis,NA,NA,NA,NA,13.73
10,8,2009,222,78,Low,Coreopsis palmata,NA,NA,NA,NA,14.7
10,8,2009,222,78,Low,Koeleria cristata,NA,NA,NA,NA,0.47
10,8,2009,222,78,Low,Lespedeza capitata,NA,NA,NA,NA,62.04
10,8,2009,222,78,Low,Liatris aspera,NA,NA,NA,NA,6.5
10,8,2009,222,78,Low,Lupinus perennis,NA,NA,NA,NA,25.65
10,8,2009,222,78,Low,,Miscellaneous litter,NA,NA,NA,1.67
10,8,2009,222,78,Low,Petalostemum purpureum,NA,NA,NA,NA,6.9
10,8,2009,222,78,Low,Petalostemum villosum,NA,NA,NA,NA,6.13
10,8,2009,222,78,Low,Poa pratensis,NA,NA,NA,NA,10.07
10,8,2009,222,78,Low,Schizachyrium scoparium,NA,NA,NA,NA,48.2
10,8,2009,222,78,Low,Solidago nemoralis,NA,NA,NA,NA,14.77
10,8,2009,222,78,Low,Sporobolus cryptandrus,NA,NA,NA,NA,0.27
11,8,2009,223,82,Control,Andropogon gerardi,NA,NA,NA,NA,33.87
11,8,2009,223,82,Control,Lespedeza capitata,NA,NA,NA,NA,44.43
11,8,2009,223,82,Control,Liatris aspera,NA,NA,NA,NA,1.47
11,8,2009,223,82,Control,Lupinus perennis,NA,NA,NA,NA,41.06
11,8,2009,223,82,Control,,Miscellaneous litter,NA,NA,NA,0.33
11,8,2009,223,82,Control,Panicum virgatum,NA,NA,NA,NA,1.1
11,8,2009,223,82,Control,Petalostemum purpureum,NA,NA,NA,NA,6.1
11,8,2009,223,82,Control,Poa pratensis,NA,NA,NA,NA,23.23
11,8,2009,223,82,Control,Schizachyrium scoparium,NA,NA,NA,NA,49.17
11,8,2009,223,82,Control,Solidago rigida,NA,NA,NA,NA,38.9
11,8,2009,223,82,Control,Sorghastrum nutans,NA,NA,NA,NA,0.77
11,8,2009,223,82,High,Agropyron repens,NA,NA,NA,NA,0.1
11,8,2009,223,82,High,Amorpha canescens,NA,NA,NA,NA,24.58
11,8,2009,223,82,High,Andropogon gerardi,NA,NA,NA,NA,55.63
11,8,2009,223,82,High,Lespedeza capitata,NA,NA,NA,NA,8.93
11,8,2009,223,82,High,Lupinus perennis,NA,NA,NA,NA,68.77
11,8,2009,223,82,High,,Miscellaneous litter,NA,NA,NA,8.73
11,8,2009,223,82,High,Poa pratensis,NA,NA,NA,NA,10.03
11,8,2009,223,82,High,Schizachyrium scoparium,NA,NA,NA,NA,45.57
11,8,2009,223,82,High,Sorghastrum nutans,NA,NA,NA,NA,1.33
11,8,2009,223,82,Low,Andropogon gerardi,NA,NA,NA,NA,75
11,8,2009,223,82,Low,Bouteloua gracilis,NA,NA,NA,NA,0.57
11,8,2009,223,82,Low,Koeleria cristata,NA,NA,NA,NA,0.27
11,8,2009,223,82,Low,Lespedeza capitata,NA,NA,NA,NA,24.8
11,8,2009,223,82,Low,Liatris aspera,NA,NA,NA,NA,3.13
11,8,2009,223,82,Low,Lupinus perennis,NA,NA,NA,NA,50.58
11,8,2009,223,82,Low,,Miscellaneous litter,NA,NA,NA,2
11,8,2009,223,82,Low,Poa pratensis,NA,NA,NA,NA,14.93
11,8,2009,223,82,Low,Schizachyrium scoparium,NA,NA,NA,NA,13
11,8,2009,223,82,Low,Solidago rigida,NA,NA,NA,NA,1.07
11,8,2009,223,82,Low,Sorghastrum nutans,NA,NA,NA,NA,0.97
11,8,2009,223,82,Low,Sporobolus cryptandrus,NA,NA,NA,NA,1.03
11,8,2009,223,83,Control,Agropyron repens,NA,NA,NA,NA,20.7
11,8,2009,223,83,Control,Aristida basiramea,NA,NA,NA,NA,1.1
11,8,2009,223,83,Control,Crepis tectorum,NA,NA,NA,NA,0.3
11,8,2009,223,83,Control,Erigeron canadensis,NA,NA,NA,NA,2.53
11,8,2009,223,83,Control,Euphorbia glyptosperma,NA,NA,NA,NA,1.63
11,8,2009,223,83,Control,Lepidium densiflorum,NA,NA,NA,NA,0.77
11,8,2009,223,83,Control,Lespedeza capitata,NA,NA,NA,NA,8.27
11,8,2009,223,83,Control,Lupinus perennis,NA,NA,NA,NA,97.19
11,8,2009,223,83,Control,Physalis virginiana,NA,NA,NA,NA,0.27
11,8,2009,223,83,Control,Poa pratensis,NA,NA,NA,NA,2.43
11,8,2009,223,83,Control,Polygonum convolvulus,NA,NA,NA,NA,0.37
11,8,2009,223,83,Control,Rumex sp.,NA,NA,NA,NA,0.1
11,8,2009,223,83,Control,Taraxicum officinalis,NA,NA,NA,NA,2.13
11,8,2009,223,83,High,Achillea millefolium ,NA,lanulosa,NA,NA,1.37
11,8,2009,223,83,High,Aristida basiramea,NA,NA,NA,NA,7.2
11,8,2009,223,83,High,Bouteloua gracilis,NA,NA,NA,NA,0.2
11,8,2009,223,83,High,Cyperus sp.,NA,NA,NA,NA,0.17
11,8,2009,223,83,High,Digitaria sp.,NA,NA,NA,NA,2.3
11,8,2009,223,83,High,Elymus canadensis,NA,NA,NA,NA,4.4
11,8,2009,223,83,High,Erigeron canadensis,NA,NA,NA,NA,0.17
11,8,2009,223,83,High,Euphorbia glyptosperma,NA,NA,NA,NA,3.6
11,8,2009,223,83,High,Hieracium longipilum,NA,NA,NA,NA,9
11,8,2009,223,83,High,Lupinus perennis,NA,NA,NA,NA,73.01
11,8,2009,223,83,High,,Miscellaneous litter,NA,NA,NA,1.43
11,8,2009,223,83,High,Mollugo verticillata,NA,NA,NA,NA,0.03
11,8,2009,223,83,High,Poa pratensis,NA,NA,NA,NA,6.73
11,8,2009,223,83,High,Rumex acetosella,NA,NA,NA,NA,0.4
11,8,2009,223,83,High,Schizachyrium scoparium,NA,NA,NA,NA,0.33
11,8,2009,223,83,High,Sporobolus cryptandrus,NA,NA,NA,NA,0.07
11,8,2009,223,83,High,Taraxicum officinalis,NA,NA,NA,NA,2.8
11,8,2009,223,83,High,Trifolium sp.,NA,NA,NA,NA,1.57
11,8,2009,223,83,Low,Achillea millefolium ,NA,lanulosa,NA,NA,0.5
11,8,2009,223,83,Low,Agropyron repens,NA,NA,NA,NA,34.7
11,8,2009,223,83,Low,Aristida basiramea,NA,NA,NA,NA,2.43
11,8,2009,223,83,Low,Aster azureus,NA,NA,NA,NA,1.73
11,8,2009,223,83,Low,Bouteloua gracilis,NA,NA,NA,NA,0.83
11,8,2009,223,83,Low,Crepis tectorum,NA,NA,NA,NA,0.4
11,8,2009,223,83,Low,Cyperus sp.,NA,NA,NA,NA,0.3
11,8,2009,223,83,Low,Digitaria sp.,NA,NA,NA,NA,0.07
11,8,2009,223,83,Low,Erigeron canadensis,NA,NA,NA,NA,0.03
11,8,2009,223,83,Low,Euphorbia glyptosperma,NA,NA,NA,NA,0.9
11,8,2009,223,83,Low,Lespedeza capitata,NA,NA,NA,NA,0.57
11,8,2009,223,83,Low,Lupinus perennis,NA,NA,NA,NA,206.04
11,8,2009,223,83,Low,,Miscellaneous litter,NA,NA,NA,14
11,8,2009,223,83,Low,Mollugo verticillata,NA,NA,NA,NA,0.03
11,8,2009,223,83,Low,,Mosses,NA,NA,NA,7.5
11,8,2009,223,83,Low,Poa pratensis,NA,NA,NA,NA,0.3
11,8,2009,223,83,Low,Polygonum convolvulus,NA,NA,NA,NA,0.23
11,8,2009,223,83,Low,Rumex acetosella,NA,NA,NA,NA,1.27
11,8,2009,223,83,Low,Taraxicum officinalis,NA,NA,NA,NA,1.33
11,8,2009,223,83,Low,Trifolium repens,NA,NA,NA,NA,2.43
11,8,2009,223,105,Control,Amorpha canescens,NA,NA,NA,NA,58.19
11,8,2009,223,105,Control,Andropogon gerardi,NA,NA,NA,NA,18.1
11,8,2009,223,105,Control,Bouteloua gracilis,NA,NA,NA,NA,4.37
11,8,2009,223,105,Control,Coreopsis palmata,NA,NA,NA,NA,8.37
11,8,2009,223,105,Control,Lespedeza capitata,NA,NA,NA,NA,28.56
11,8,2009,223,105,Control,Liatris aspera,NA,NA,NA,NA,10.53
11,8,2009,223,105,Control,Lupinus perennis,NA,NA,NA,NA,145.93
11,8,2009,223,105,Control,,Miscellaneous litter,NA,NA,NA,5.83
11,8,2009,223,105,Control,Panicum oligosanthes,NA,NA,NA,NA,5.33
11,8,2009,223,105,Control,Petalostemum purpureum,NA,NA,NA,NA,10.77
11,8,2009,223,105,Control,Schizachyrium scoparium,NA,NA,NA,NA,89.83
11,8,2009,223,105,Control,Solidago nemoralis,NA,NA,NA,NA,12.8
11,8,2009,223,105,Control,Solidago rigida,NA,NA,NA,NA,3
11,8,2009,223,105,Control,Sorghastrum nutans,NA,NA,NA,NA,1.23
11,8,2009,223,105,Control,Stipa spartea,NA,NA,NA,NA,15.47
11,8,2009,223,105,Control,Taraxicum officinalis,NA,NA,NA,NA,0.03
11,8,2009,223,105,High,Achillea millefolium ,NA,lanulosa,NA,NA,0.03
11,8,2009,223,105,High,Agropyron repens,NA,NA,NA,NA,0.03
11,8,2009,223,105,High,Amorpha canescens,NA,NA,NA,NA,33.05
11,8,2009,223,105,High,Andropogon gerardi,NA,NA,NA,NA,11.13
11,8,2009,223,105,High,Bouteloua gracilis,NA,NA,NA,NA,49.5
11,8,2009,223,105,High,Lespedeza capitata,NA,NA,NA,NA,30.61
11,8,2009,223,105,High,Liatris aspera,NA,NA,NA,NA,7.67
11,8,2009,223,105,High,Lupinus perennis,NA,NA,NA,NA,57.83
11,8,2009,223,105,High,,Miscellaneous litter,NA,NA,NA,7.87
11,8,2009,223,105,High,Panicum virgatum,NA,NA,NA,NA,0.73
11,8,2009,223,105,High,Petalostemum purpureum,NA,NA,NA,NA,54.3
11,8,2009,223,105,High,Poa pratensis,NA,NA,NA,NA,0.8
11,8,2009,223,105,High,Schizachyrium scoparium,NA,NA,NA,NA,62.3
11,8,2009,223,105,High,Solidago rigida,NA,NA,NA,NA,4.67
11,8,2009,223,105,High,Sorghastrum nutans,NA,NA,NA,NA,0.03
11,8,2009,223,105,Low,Achillea millefolium ,NA,lanulosa,NA,NA,2.83
11,8,2009,223,105,Low,Agrostis scabra,NA,NA,NA,NA,0.53
11,8,2009,223,105,Low,Andropogon gerardi,NA,NA,NA,NA,6.73
11,8,2009,223,105,Low,Asclepias tuberosa,NA,NA,NA,NA,2
11,8,2009,223,105,Low,Bouteloua gracilis,NA,NA,NA,NA,9.77
11,8,2009,223,105,Low,Coreopsis palmata,NA,NA,NA,NA,1.5
11,8,2009,223,105,Low,Cyperus sp.,NA,NA,NA,NA,0.53
11,8,2009,223,105,Low,Koeleria cristata,NA,NA,NA,NA,0.07
11,8,2009,223,105,Low,Lespedeza capitata,NA,NA,NA,NA,36.4
11,8,2009,223,105,Low,Lupinus perennis,NA,NA,NA,NA,241.51
11,8,2009,223,105,Low,,Miscellaneous litter,NA,NA,NA,1.9
11,8,2009,223,105,Low,Monarda fistulosa,NA,NA,NA,NA,0.33
11,8,2009,223,105,Low,Panicum oligosanthes,NA,NA,NA,NA,0.27
11,8,2009,223,105,Low,Panicum virgatum,NA,NA,NA,NA,0.03
11,8,2009,223,105,Low,Petalostemum purpureum,NA,NA,NA,NA,0.4
11,8,2009,223,105,Low,Petalostemum villosum,NA,NA,NA,NA,0.2
11,8,2009,223,105,Low,Poa pratensis,NA,NA,NA,NA,4.7
11,8,2009,223,105,Low,Schizachyrium scoparium,NA,NA,NA,NA,93.27
11,8,2009,223,105,Low,Solidago nemoralis,NA,NA,NA,NA,21.1
11,8,2009,223,105,Low,Solidago rigida,NA,NA,NA,NA,1.77
11,8,2009,223,105,Low,Sorghastrum nutans,NA,NA,NA,NA,0.17
11,8,2009,223,105,Low,Taraxicum officinalis,NA,NA,NA,NA,0.03
11,8,2009,223,108,Control,Achillea millefolium ,NA,lanulosa,NA,NA,0.13
11,8,2009,223,108,Control,Amorpha canescens,NA,NA,NA,NA,85.6
11,8,2009,223,108,Control,Andropogon gerardi,NA,NA,NA,NA,86.67
11,8,2009,223,108,Control,Lespedeza capitata,NA,NA,NA,NA,0.3
11,8,2009,223,108,Control,Lupinus perennis,NA,NA,NA,NA,91.19
11,8,2009,223,108,Control,,Miscellaneous litter,NA,NA,NA,24.33
11,8,2009,223,108,Control,Monarda fistulosa,NA,NA,NA,NA,3
11,8,2009,223,108,Control,Panicum virgatum,NA,NA,NA,NA,1.67
11,8,2009,223,108,Control,Poa pratensis,NA,NA,NA,NA,25
11,8,2009,223,108,Control,Schizachyrium scoparium,NA,NA,NA,NA,18.67
11,8,2009,223,108,Control,Solidago nemoralis,NA,NA,NA,NA,0.17
11,8,2009,223,108,Control,Sorghastrum nutans,NA,NA,NA,NA,18.67
11,8,2009,223,108,High,Achillea millefolium ,NA,lanulosa,NA,NA,0.53
11,8,2009,223,108,High,Amorpha canescens,NA,NA,NA,NA,34.39
11,8,2009,223,108,High,Andropogon gerardi,NA,NA,NA,NA,27
11,8,2009,223,108,High,Bouteloua gracilis,NA,NA,NA,NA,2.2
11,8,2009,223,108,High,Koeleria cristata,NA,NA,NA,NA,13.8
11,8,2009,223,108,High,Liatris aspera,NA,NA,NA,NA,2.5
11,8,2009,223,108,High,Lupinus perennis,NA,NA,NA,NA,287.05
11,8,2009,223,108,High,Poa pratensis,NA,NA,NA,NA,12.93
11,8,2009,223,108,High,Schizachyrium scoparium,NA,NA,NA,NA,135
11,8,2009,223,108,High,Sorghastrum nutans,NA,NA,NA,NA,10.5
11,8,2009,223,108,High,Sporobolus cryptandrus,NA,NA,NA,NA,0.63
11,8,2009,223,108,Low,Achillea millefolium ,NA,lanulosa,NA,NA,1.43
11,8,2009,223,108,Low,Amorpha canescens,NA,NA,NA,NA,87.27
6,8,2009,218,108,Low,Andropogon gerardi,NA,NA,NA,NA,49.53
11,8,2009,223,108,Low,Lespedeza capitata,NA,NA,NA,NA,4.35
11,8,2009,223,108,Low,Liatris aspera,NA,NA,NA,NA,2.33
11,8,2009,223,108,Low,Lupinus perennis,NA,NA,NA,NA,44.78
11,8,2009,223,108,Low,,Miscellaneous litter,NA,NA,NA,110.8
11,8,2009,223,108,Low,Monarda fistulosa,NA,NA,NA,NA,0.03
11,8,2009,223,108,Low,Panicum oligosanthes,NA,NA,NA,NA,0.03
11,8,2009,223,108,Low,Panicum virgatum,NA,NA,NA,NA,3.6
11,8,2009,223,108,Low,Petalostemum purpureum,NA,NA,NA,NA,0.3
11,8,2009,223,108,Low,Poa pratensis,NA,NA,NA,NA,17.3
11,8,2009,223,108,Low,Rumex acetosella,NA,NA,NA,NA,0.03
11,8,2009,223,108,Low,Schizachyrium scoparium,NA,NA,NA,NA,13
11,8,2009,223,108,Low,Sorghastrum nutans,NA,NA,NA,NA,11.47
11,8,2009,223,109,Control,Agrostis scabra,NA,NA,NA,NA,0.97
11,8,2009,223,109,Control,Andropogon gerardi,NA,NA,NA,NA,25.02
11,8,2009,223,109,Control,Crepis tectorum,NA,NA,NA,NA,0.03
11,8,2009,223,109,Control,Koeleria cristata,NA,NA,NA,NA,0.13
11,8,2009,223,109,Control,Lupinus perennis,NA,NA,NA,NA,0.13
11,8,2009,223,109,Control,,Miscellaneous litter,NA,NA,NA,1.33
11,8,2009,223,109,Control,Poa pratensis,NA,NA,NA,NA,0.4
11,8,2009,223,109,Control,Schizachyrium scoparium,NA,NA,NA,NA,12.03
11,8,2009,223,109,Control,Sorghastrum nutans,NA,NA,NA,NA,0.7
11,8,2009,223,109,Control,Sporobolus cryptandrus,NA,NA,NA,NA,0.27
11,8,2009,223,109,High,Andropogon gerardi,NA,NA,NA,NA,78.03
11,8,2009,223,109,High,Aristida basiramea,NA,NA,NA,NA,0.07
11,8,2009,223,109,High,Bouteloua gracilis,NA,NA,NA,NA,0.6
11,8,2009,223,109,High,Koeleria cristata,NA,NA,NA,NA,0.37
11,8,2009,223,109,High,,Miscellaneous litter,NA,NA,NA,2.2
11,8,2009,223,109,High,Schizachyrium scoparium,NA,NA,NA,NA,3.67
11,8,2009,223,109,High,Sorghastrum nutans,NA,NA,NA,NA,10.73
11,8,2009,223,109,Low,Andropogon gerardi,NA,NA,NA,NA,51.14
11,8,2009,223,109,Low,Bouteloua curtipendula,NA,NA,NA,NA,0.33
11,8,2009,223,109,Low,Bouteloua gracilis,NA,NA,NA,NA,1.97
11,8,2009,223,109,Low,Crepis tectorum,NA,NA,NA,NA,0.03
11,8,2009,223,109,Low,Lepidium densiflorum,NA,NA,NA,NA,0.03
11,8,2009,223,109,Low,Poa pratensis,NA,NA,NA,NA,1.43
11,8,2009,223,109,Low,Schizachyrium scoparium,NA,NA,NA,NA,12.27
11,8,2009,223,109,Low,Sorghastrum nutans,NA,NA,NA,NA,20.63
10,8,2009,222,110,Control,Agropyron repens,NA,NA,NA,NA,0.2
10,8,2009,222,110,Control,Andropogon gerardi,NA,NA,NA,NA,7.1
10,8,2009,222,110,Control,Chenopodium leptophyllum,NA,NA,NA,NA,0.3
10,8,2009,222,110,Control,Lespedeza capitata,NA,NA,NA,NA,32.91
10,8,2009,222,110,Control,Lupinus perennis,NA,NA,NA,NA,21.5
10,8,2009,222,110,Control,,Miscellaneous litter,NA,NA,NA,0.63
10,8,2009,222,110,Control,Panicum virgatum,NA,NA,NA,NA,105.53
10,8,2009,222,110,Control,Physalis virginiana,NA,NA,NA,NA,0.47
10,8,2009,222,110,Control,Poa pratensis,NA,NA,NA,NA,13.67
10,8,2009,222,110,Control,Rumex acetosella,NA,NA,NA,NA,0.07
10,8,2009,222,110,Control,Schizachyrium scoparium,NA,NA,NA,NA,0.53
10,8,2009,222,110,Control,Sorghastrum nutans,NA,NA,NA,NA,23.57
10,8,2009,222,110,Control,Taraxicum officinalis,NA,NA,NA,NA,0.2
11,8,2009,223,110,High,Andropogon gerardi,NA,NA,NA,NA,80.5
11,8,2009,223,110,High,Bouteloua gracilis,NA,NA,NA,NA,5.87
11,8,2009,223,110,High,Elymus canadensis,NA,NA,NA,NA,0.67
11,8,2009,223,110,High,Lespedeza capitata,NA,NA,NA,NA,26.22
11,8,2009,223,110,High,Lupinus perennis,NA,NA,NA,NA,31.67
11,8,2009,223,110,High,,Miscellaneous litter,NA,NA,NA,18.47
11,8,2009,223,110,High,Panicum oligosanthes,NA,NA,NA,NA,0.47
11,8,2009,223,110,High,Panicum virgatum,NA,NA,NA,NA,46.83
11,8,2009,223,110,High,Poa pratensis,NA,NA,NA,NA,21.8
11,8,2009,223,110,High,Schizachyrium scoparium,NA,NA,NA,NA,6.47
11,8,2009,223,110,High,Sporobolus cryptandrus,NA,NA,NA,NA,7.83
11,8,2009,223,110,Low,Achillea millefolium ,NA,lanulosa,NA,NA,0.02
11,8,2009,223,110,Low,Andropogon gerardi,NA,NA,NA,NA,39.33
11,8,2009,223,110,Low,Bouteloua curtipendula,NA,NA,NA,NA,5
11,8,2009,223,110,Low,Digitaria sp.,NA,NA,NA,NA,0
